"Category";"Time (MM:SS.SSS)";"Scrambler";"Date";"Penalty +2 (yes or no)";"DNF (yes or no)";"Section"
3x3x3;00:16.278;U2 L' F2 L' U2 L2 F2 U2 F R2 F L' D2 R2 D' L2 F D U2;2023-12-07 17:25;no;no;1701987469250;
3x3x3;00:22.131;R U' R U2 L D L2 D F' B2 D' L2 B' U2 R2 D2 F2 U2 F;2023-12-07 17:24;no;no;1701987469250;
3x3x3;00:16.595;U2 R2 D2 L' R D2 U B' U' R' F' R' D' F2 D' L' B2;2023-12-07 17:24;no;no;1701987469250;
3x3x3;00:21.220;F2 U R' B R2 B' D2 R' D' R' U2 L F2 D2 L' B2 U2 D2 R';2023-12-07 17:23;no;no;1701987469250;
3x3x3;00:20.000;L2 D2 L' B' R2 F B R2 D' R2 B2 L2 B' D2 B R2 D2 R2 F L2;2023-12-07 17:22;no;no;1701987469250;
3x3x3;00:15.576;R B2 L' U2 F2 U2 R' B2 U2 L' U L' R F2 D U F' D2 R U';2023-12-07 17:22;no;no;1701987469250;
3x3x3;00:21.165;R B2 R' F2 L2 U2 R B2 R B2 F2 U F L' D' L' B R2 U2 R' U;2023-12-07 17:21;no;no;1701987469250;
3x3x3;00:19.872;U2 B L B2 D B2 D2 L B' U R D2 R2 B2 U2 R' U2 D2 R2;2023-12-07 17:20;no;no;1701987469250;
3x3x3;00:19.039;L D' F U L F L2 U' D2 F D2 R U2 B2 L' B2 D2 L2;2023-12-07 17:20;no;no;1701987469250;
3x3x3;00:13.786;L B2 R2 B2 L2 U2 L R2 U L' F2 U L' F' D' F D2 R' F2;2023-12-07 17:19;no;no;1701987469250;
3x3x3;00:18.467;U' D' R F' B2 R' D' F2 D2 B2 L' D2 L2 D2 R2 F L2 F2 B;2023-12-07 17:19;no;no;1701987469250;
3x3x3;00:21.140;U F U2 F' L' U' D' B' L' U' L' D2 L' D2 B2 U2 D2 R' F2 R;2023-12-07 17:18;no;no;1701987469250;
3x3x3;00:24.334;B2 L' F2 U B' R' F B2 L' D' F' D2 F D2 F2 R2 D2 R2 B2;2023-11-14 18:26;no;no;1700002610772;
3x3x3;00:25.261;B2 R2 U R U' R U' R' D F R2 F' B2 R2 F2 R2 U2 F';2023-11-14 18:26;no;no;1700002610772;
3x3x3;00:20.076;D2 L' R' D2 L B2 F2 R D' L' R' D B2 L2 D R2 F' L2 U2;2023-11-14 18:24;no;no;1700002610772;
3x3x3;00:19.697;B2 D' R2 D U' L2 B2 D F L' U B2 D2 F' L2 D B' R' F' R;2023-11-14 18:23;no;no;1700002610772;
3x3x3;00:18.546;R' D F2 D' B L' B2 U' F2 D' R' U2 B2 D2 R2 B2 U' L2;2023-11-14 18:23;no;no;1700002610772;
3x3x3;00:19.846;U2 B2 F2 U' F2 L2 B2 L2 D2 B2 D' F' D' L F2 R' B' F U B';2023-11-14 18:22;no;no;1700002610772;
3x3x3;00:20.741;R F D2 F' D2 F2 L' F2 D' R F' U2 F2 U2 L2 F2 U2 L2 D';2023-11-14 18:22;no;no;1700002610772;
3x3x3;00:20.988;F R F2 R' B2 U' F' R' B' L' F2 L2 B' U2 F L2 D2 R2 B';2023-11-14 18:21;no;no;1700002610772;
3x3x3;00:18.096;L2 D2 B' L2 D2 F' D2 F R2 D2 L' B2 F L D' R' F D B2 F;2023-11-14 18:20;no;no;1700002610772;
3x3x3;00:23.370;F2 R L B' U D2 F' D' R' F' U' D2 L2 D2 F2 D2 F U2 F;2023-11-14 18:20;no;no;1700002610772;
3x3x3;00:19.374;U2 L F' U' L2 D L' B' U R2 B' D2 R L B2 R U2 B2 D2;2023-11-14 18:19;no;no;1700002610772;
3x3x3;00:18.018;D' L2 F' U' D' B2 L D' F R2 L' U2 B U2 F L2 F R2 B;2023-11-14 18:19;no;no;1700002610772;
3x3x3;00:18.151;D B2 L2 F2 U L2 F2 D R' U2 F R2 D2 L2 D2 L D U' L;2023-11-14 18:18;no;no;1700002610772;
3x3x3;00:17.877;U2 L F2 L' D F B2 D' R' L2 F L2 D R2 D F2 L2 D2 F2;2023-11-14 18:18;no;no;1700002610772;
3x3x3;00:20.387;R2 B F2 L2 F' D2 U2 B' D2 L' D U2 L2 R F' U L2 B' F;2023-11-14 18:17;no;no;1700002610772;
3x3x3;00:29.143;D' B L B' R' F D' L U L' F2 R2 U' D L2 D2 L2 F2 R2 U';2023-11-14 18:13;no;no;1700002610772;
3x3x3;00:18.975;L2 D F D' F2 U' R' F R2 L D' R2 F2 B2 D2 L D2 R U2;2023-11-14 18:12;no;no;1700002610772;
3x3x3;00:21.105;U2 F R B' L F' L D2 R' B' R2 D F2 U B2 L2 U D F2;2023-11-14 18:12;no;no;1700002610772;
3x3x3;00:19.406;U D2 B2 R D' F' L' F' B2 D' R D2 B2 U' D R2 U' F2 D' R2;2023-11-14 18:11;no;no;1700002610772;
3x3x3;00:22.426;U2 R' L2 F L' F' U' D L' F' U R2 B' U2 F2 B' D2 L2 B';2023-11-14 18:11;no;no;1700002610772;
3x3x3;00:19.801;D F2 D2 B D2 R2 L D' R B' L2 F2 U' R2 D2 L2 F2 R2 U L2 D';2023-11-14 18:10;no;no;1700002610772;
3x3x3;00:13.597;R' L2 D2 B R2 U' R2 L' U' R' L2 D2 F2 U F2 L2 B2 R2 D';2023-11-14 18:09;no;no;1700002610772;
3x3x3;00:19.221;B U2 R2 B U2 F L2 B2 R D' U L R' F R' D' L2 B' U;2023-11-14 18:08;no;no;1700002610772;
3x3x3;00:20.176;L2 R2 B' D2 B' D2 R2 U2 B2 L D' F2 L2 B' R2 U F D' L F;2023-11-14 18:08;no;no;1700002610772;
3x3x3;00:19.743;U2 F2 L2 D' F2 U2 L2 U' R B R' B' D L2 F2 L' B' D F';2023-11-14 18:07;no;no;1700002610772;
3x3x3;00:19.837;L2 R2 D' U2 F2 D2 B2 R2 U F D U2 B L B2 R2 D F' L';2023-11-14 18:07;no;no;1700002610772;
3x3x3;00:17.089;D2 L2 B' U2 R2 B' R2 B2 U' F2 D U2 L' U2 B U' F L2 F';2023-11-14 18:06;no;no;1700002610772;
3x3x3;00:18.167;R2 F' B L2 F2 R' F D L' U' F' R2 B D2 F U2 B D2 L2 B2;2023-11-14 18:05;no;no;1700002610772;
3x3x3;00:23.698;R2 D2 R2 B' D2 R2 B L2 B R2 U' F2 L B' U B' F2 L F;2023-11-14 18:04;no;no;1700002610772;
3x3x3;00:16.410;L R F2 L2 D2 F2 D2 L' B' U2 F R2 U' F L F D L R';2023-11-14 18:03;no;no;1700002610772;
3x3x3;00:17.678;L' D2 F2 R2 D2 F2 L B2 L' U2 B2 F' D B' U' L' D B' F R';2023-11-14 18:03;no;no;1700002610772;
3x3x3;00:21.616;R' L2 U' F B' D' B' U2 B2 R D2 F2 B R2 L2 U2 B' R2 B;2023-11-14 18:02;no;no;1700002610772;
3x3x3;00:22.413;R2 B2 D2 F' L2 R2 F U2 B R' B' U R' F2 L F2 D2 U L' R2;2023-11-14 18:02;no;no;1700002610772;
3x3x3;00:19.289;B' L B U B' D2 B' U' F2 R' D' L U2 D2 R2 B2 L D2 R';2023-11-14 18:01;no;no;1700002610772;
3x3x3;00:19.163;B2 U2 L2 U2 B' L2 R2 F2 L2 D L D B2 D2 F U R D' U' B';2023-11-14 18:00;no;no;1700002610772;
3x3x3;00:19.542;U' L' B' R' F L2 F2 L D F L U2 L2 U' D L2 D B2 U2 F2;2023-11-14 18:00;no;no;1700002610772;
3x3x3;00:16.628;L2 D2 F U2 F R2 F' R2 D2 B F2 D' B2 D2 L' B D2 B2 R U' B2;2023-11-14 17:59;no;no;1700002610772;
3x3x3;00:17.806;B2 F2 L2 U R2 D2 B2 U L R' F D B2 U R2 B' L D2 R2 F;2023-11-14 17:59;no;no;1700002610772;
3x3x3;00:19.020;R2 L' F2 L F' R F U B R2 U F2 B2 U F2 U F2 R2 U2 D';2023-11-14 17:58;no;no;1700002610772;
3x3x3;00:19.116;L2 F B2 D' F2 B2 L' U' B2 U' F R U2 R' F2 U2 L2 B2 U2;2023-11-14 17:58;no;no;1700002610772;
3x3x3;00:20.108;D B2 U' R' F B D B' L' U2 B U' F2 U' L2 U' R2 B2 U' L2;2023-11-14 17:57;no;no;1700002610772;
3x3x3;00:19.301;U R' F B' L2 U2 R L D' B U L U2 R2 U2 R2 B2 R' U2;2023-10-22 15:23;no;no;1698002018377;
3x3x3;00:20.541;B2 U2 B U2 R2 F2 R2 B' L' F2 L' D L2 R' F R F2 D2 R;2023-10-22 15:22;no;no;1698002018377;
3x3x3;00:20.489;U2 L2 F2 L' U2 B2 D2 R2 U' F U' R U' L2 B' D F' L' U;2023-10-22 15:21;no;no;1698002018377;
3x3x3;00:15.778;F2 R2 B' L2 F U2 B' L2 D B D' B L' U' F R' B D' R2;2023-10-22 15:20;no;no;1698002018377;
3x3x3;00:19.134;D2 B2 D2 F2 L D2 F2 U2 L2 D L D F2 D' R U2 B F D F2;2023-10-22 15:18;no;no;1698002018377;
3x3x3;00:18.399;B L2 U' B2 U2 D B U' L' F U L2 U L2 D' F2 U R2 B2;2023-10-22 15:17;no;no;1698002018377;
3x3x3;00:17.847;B2 D2 R2 F2 U2 F2 D2 U' B2 U' B2 L' R2 B D F' L2 U F2 U2;2023-10-22 15:16;no;no;1698002018377;
3x3x3;00:17.626;D R2 D L2 D F2 D' U' B' R' U2 B D' U2 L D' B F2;2023-10-22 15:15;no;no;1698002018377;
3x3x3;00:19.589;L2 D2 R2 D2 F' D2 B' L2 F' R2 F' D' R' F' L U' B2 F' U2 F;2023-10-22 15:14;no;no;1698002018377;
3x3x3;00:17.395;R2 B' R2 U2 L F2 D' B' R2 U F2 B2 R2 U' D2 R2 B2 U2;2023-10-21 15:41;no;no;1697917019436;
3x3x3;00:22.096;R2 B2 U2 B2 D' B2 R2 D2 L' F2 L2 B' L2 F U2 R' D L' B2;2023-10-21 15:41;no;no;1697917019436;
3x3x3;00:18.477;U2 F2 B D L' U L D F2 L' F B2 L2 U D L2 D F2 D;2023-10-21 15:40;no;no;1697917019436;
3x3x3;00:17.753;F2 D U2 F2 L2 R2 U R2 U L2 R' B L' D U2 B' D' U L2 D2;2023-10-21 15:40;no;no;1697917019436;
3x3x3;00:18.263;B2 R2 U2 F2 R' F2 U2 L' U2 L R2 F' U F2 R' F2 L' B D' L;2023-10-21 15:39;no;no;1697917019436;
3x3x3;00:18.107;F D B' D' R2 D' B' D2 R L' B U' R2 D F2 L2 F2 D B2 R2;2023-10-21 15:39;no;no;1697917019436;
3x3x3;00:20.186;D2 L2 R2 F2 L2 B U2 R2 F' L' B' R B' D R U' B' D2 U' F';2023-10-21 15:38;no;no;1697917019436;
3x3x3;00:19.919;D2 R2 D' F2 D2 L2 D' L2 D L R' U' B2 F' R U' F' U B' L';2023-10-21 15:37;no;no;1697917019436;
3x3x3;00:24.202;U' R' B' U R2 D' B U2 L F2 B2 D' F2 D L2 F2 B2 D L2 U';2023-09-23 14:39;no;no;1695493360245;
3x3x3;00:15.522;F2 U L' B2 R' U2 D B2 L F' B R2 D2 R2 D L2 B2 D2;2023-09-23 14:38;no;no;1695493360245;
3x3x3;00:15.159;U F2 D2 F2 L2 U' B2 R' F' U' B U B' D' B' U2 L F' R;2023-09-23 14:36;no;no;1695493360245;
3x3x3;00:22.290;F2 B2 L F' U L' D F L B U' F2 B2 L2 B2 D2 B2 U2 F' D2;2023-09-23 14:34;no;no;1695493360245;
3x3x3;00:16.791;U2 B' L2 D2 B' U2 B R F' L2 F2 U2 L' F R2 D' B2 D2;2023-09-23 14:34;no;no;1695493360245;
3x3x3;00:17.198;B D2 F L2 R2 B' R2 F2 U' R B2 D' B R' B2 F' R U F2;2023-09-23 14:33;no;no;1695493360245;
3x3x3;00:23.720;F2 D2 L R2 B2 L' B2 F2 L' F' D U R' F2 L F' D2 U B' U;2023-09-23 14:32;no;no;1695493360245;
3x3x3;00:16.160;B D2 R' L2 U2 D2 F U' B U2 L' U R2 L2 D2 F2 D' F2 U L2;2023-09-23 14:32;no;no;1695493360245;
3x3x3;00:19.483;U R2 D L2 F2 R2 B2 U F U2 R' B L2 D R' F2 L F' U2 F2;2023-09-23 14:31;no;no;1695493360245;
3x3x3;00:15.634;R2 D2 B2 L2 F D2 F' D2 F' U R2 D2 F L' U R' F' L2 R';2023-09-23 14:31;no;no;1695493360245;
3x3x3;00:19.177;F2 B R U2 F D' B2 R U2 F' B D L2 U F2 U L2 D2 L2;2023-09-23 14:30;no;no;1695493360245;
3x3x3;00:24.586;L' D2 B2 U2 L2 F2 L D2 B D2 B2 F L' D2 R' B L' D' R;2023-09-23 14:29;no;no;1695493360245;
3x3x3;00:22.643;D' B' L' U' B2 U' L' B' U' F' U R B2 R D2 R U2 L2 B2 U2;2023-09-23 14:29;no;no;1695493360245;
3x3x3;00:17.276;D' F2 L' U2 B D' R B' D' F2 D F' L2 F L2 F R2 L2;2023-09-23 14:28;no;no;1695493360245;
3x3x3;00:17.802;B R' L2 F U2 B' D' R' U2 F B2 U2 F2 L U2 F2 R' U2 B2 R;2023-09-23 14:28;no;no;1695493360245;
3x3x3;00:12.753;U B R U2 L2 U F U F2 R L2 B2 L2 B' R2 D2 B' L2 U2;2023-09-23 14:27;no;no;1695493360245;
3x3x3;00:19.178;U2 L2 D2 R2 B' R2 F2 L2 B' R U2 B D L2 R' D' R2 F2 D B;2023-09-23 14:26;no;no;1695493360245;
3x3x3;00:16.478;B' R F' D2 R U' D2 L' U L' D2 L2 F R2 U2 F D2 F';2023-09-23 14:26;no;no;1695493360245;
3x3x3;00:14.454;F2 B2 U' L U B R B R L' U' R B2 U2 L D2 R' L D2;2023-09-22 08:57;no;no;1695385841680;
3x3x3;00:15.323;R2 B' F' L2 F D2 L2 B D2 F L F2 D U R2 U2 L' F' L2 R';2023-09-22 08:57;no;no;1695385841680;
3x3x3;00:22.000;R2 F2 L2 D2 B' D2 B2 F' U2 L' D2 F U B R2 D B2 U R' D2;2023-09-22 08:56;no;no;1695385841680;
3x3x3;00:18.605;U R2 F2 D2 U2 L2 F2 R' U L2 B L2 U' F2 D' L' R B2 R;2023-09-22 08:56;no;no;1695385841680;
3x3x3;00:12.425;D2 B U2 L2 F U2 F L2 D2 R2 U' B' U2 R D2 L2 D' U' R2 B;2023-09-22 08:55;no;no;1695385841680;
3x3x3;00:19.095;B2 D B' D F2 R' D' B2 U' F U2 F2 B' L2 F2 L2 U2 B2;2023-08-13 22:30;no;no;1691979323208;
3x3x3;00:16.482;D' B2 L' U2 B' D2 R U2 D' F' R2 F2 U2 L2 D2 B R2 F2 U2 F';2023-08-13 22:30;no;no;1691979323208;
3x3x3;00:17.173;L D R B L F' D R2 U2 F' B2 R2 L2 U D B2 L2 U' B2;2023-08-13 22:29;no;no;1691979323208;
3x3x3;00:13.886;L B' U2 L U2 F B2 U2 D B2 L' F D2 B' L2 B U2 D2 L2 F2;2023-08-13 22:28;no;no;1691979323208;
3x3x3;00:19.647;L' F B D' R2 L' D2 L' U R L B' D2 R2 F' D2 F2 R2 B';2023-08-13 22:27;no;no;1691979323208;
3x3x3;00:21.673;B U D B D2 F2 L' U2 F U' R F R2 B' R2 B' L2 F B;2023-08-13 22:26;no;no;1691979323208;
3x3x3;00:27.034;B' R2 U2 L D' F L' B' R D R' U2 F' U2 B2 U2 B U2 L2 F';2023-08-13 22:25;no;no;1691979323208;
3x3x3;00:17.823;F2 L2 B' R F2 R2 U2 D' F2 L' B2 D L2 F2 D F2 U R2;2023-08-13 22:25;no;no;1691979323208;
3x3x3;00:24.573;D' B2 L' U' B2 D' L' D2 R' B' D2 L' B2 U2 D2 L F2 R2 D2 F2;2023-08-13 22:24;no;no;1691979323208;
3x3x3;00:24.854;D2 R' L' B2 U F2 L2 F' D L' F' B' D2 L2 F R2 F' U2 D2;2023-08-13 22:24;no;no;1691979323208;
3x3x3;00:18.255;U2 L' U' D R2 B2 L' D F' B2 R2 U B2 R2 U D2 B2 R2 U' F2;2023-08-13 22:22;no;no;1691979323208;
3x3x3;00:16.442;D2 L B2 U' F' B R2 L' B D F2 U2 B2 D2 R' B2 U2 R';2023-08-13 22:22;no;no;1691979323208;
3x3x3;00:20.196;B2 F' R2 U2 B2 L2 D2 F' U2 L F' L' U B R B' F2 D' F' L';2023-08-13 22:21;no;no;1691979323208;
3x3x3;00:21.539;D' U2 B2 D' U F2 R' F2 U B F' D R B F D' B' U';2023-08-13 22:21;no;no;1691979323208;
3x3x3;00:19.622;F' L B L' U F L2 U R' U D2 B2 R' D2 L U2 F2 L2 F2 B2;2023-08-13 22:19;no;no;1691979323208;
3x3x3;00:21.804;L2 B2 D2 F U2 L2 F' D2 U' B D2 F' U F2 D R' B' U2 R2;2023-08-13 22:19;no;no;1691979323208;
3x3x3;00:17.324;F2 R' D2 R F2 D2 L' F R D2 F' D2 L' D B F' L2 D2;2023-08-13 22:18;no;no;1691979323208;
3x3x3;00:19.400;R2 U R' L2 F D' F2 L2 D F' L B2 U B2 D' R2 U2 D;2023-08-13 22:17;no;no;1691979323208;
3x3x3;00:21.248;R' D R' B R2 L D2 B D2 R F2 U F2 U' R2 L2 F2 B2 D2;2023-08-13 22:16;no;no;1691979323208;
3x3x3;00:16.230;F2 L2 D L2 D L2 U' R' U2 R' U' B R D B2 D F';2023-08-13 22:16;no;no;1691979323208;
3x3x3;00:16.531;D2 R2 F2 L' F2 U2 L2 R U B' R' U' L D2 B D F U;2023-08-13 22:15;no;no;1691979323208;
3x3x3;00:19.159;D F' L' F B' L D L' F R' D2 B D2 F2 L2 D2 F R2 D2;2023-08-12 13:20;no;no;1691860104501;
3x3x3;00:21.444;R2 D L2 D B2 U2 F2 R2 B' R' B2 D' B2 F' L D L D';2023-08-12 13:20;no;no;1691860104501;
3x3x3;00:18.309;F2 U F U F' U D' L U D R F D2 R2 B' R2 B L2 F2;2023-08-12 13:19;no;no;1691860104501;
3x3x3;00:19.081;D2 R2 D R2 U B2 D R2 U R F' L' U2 B D2 U B2 F2 R D';2023-08-12 13:19;no;no;1691860104501;
3x3x3;00:26.086;D2 R U' F L' U R B2 D L2 F U2 B U2 R2 F' B' L2 U2 B2;2023-08-12 13:16;no;no;1691860104501;
3x3x3;00:21.150;B' R2 D2 R2 D2 B' D2 B' F D' R' U2 R U2 F U2 R2 F L;2023-08-12 13:15;no;no;1691860104501;
3x3x3;00:16.245;D2 F2 D L2 D2 B2 U' F' D U2 F2 D' B U R' B2 D' B' U;2023-08-12 13:15;no;no;1691860104501;
3x3x3;00:14.801;L F2 L' F2 R2 F2 R' F2 D L' B2 R' B D' L2 R' D' B' F';2023-08-12 13:14;no;no;1691860104501;
3x3x3;00:20.234;B2 D R F R' D' R' U2 L2 U' R F2 U2 F B2 U2 F U2;2023-08-12 13:13;no;no;1691860104501;
3x3x3;00:13.598;L' B2 R' B2 F2 D2 L' U' B' F2 D2 B' L2 D2 U2 F' R;2023-08-12 13:13;no;no;1691860104501;
3x3x3;00:21.604;D2 R U2 R2 D2 R' U2 B2 L2 B F2 R' D2 U B' U' R2 D' R2 F';2023-08-12 13:12;no;no;1691860104501;
3x3x3;00:16.818;L' F2 U2 B' D F R L' B L' B2 L2 F2 D2 R2 U2 L2 B2 L';2023-08-12 13:11;no;no;1691860104501;
3x3x3;00:18.689;B2 U' R2 F2 D B2 U B2 L' U' B' U L2 B U B L2 F;2023-08-12 13:10;no;no;1691860104501;
3x3x3;00:20.453;F U L' F' B' U R F2 U' B2 U2 L2 B R2 B' U2 L2 U2 F';2023-08-12 13:09;no;no;1691860104501;
3x3x3;00:21.303;B2 U F R' D' L' F D' F2 R B' L2 D2 B L2 B L2 F2 D2;2023-04-28 22:31;no;no;1682735348665;
3x3x3;00:16.644;F' U' L B2 D R L D2 B U' L' B2 L2 U' F2 D2 F2 U R2;2023-04-28 22:30;no;no;1682735348665;
3x3x3;00:19.128;R' F2 U R' L' F D L F B U L2 U2 L2 D2 B' R2 F' B2;2023-04-28 22:30;no;no;1682735348665;
3x3x3;00:15.996;L' B2 L D2 L' B2 R2 D R' F D2 L2 D' F2 D' L D' L';2023-04-28 22:29;no;no;1682735348665;
3x3x3;00:20.424;U' F2 L2 F2 D L2 D' L2 R' B' F2 D2 B' L' D F2 L' F';2023-04-26 08:15;no;no;1682510220544;
3x3x3;00:19.317;F D F2 R2 B R' L U L' U2 L2 B' R2 L2 B R2 F' D2 R2;2023-04-26 08:14;no;no;1682510220544;
3x3x3;00:22.449;U F' U' D' F D2 B R' U' L D R2 L2 D2 L D2 L' F2 R' B2;2023-04-26 08:13;no;no;1682510220544;
3x3x3;00:19.413;R2 F2 D2 L2 B2 F U2 R2 U2 R' F D' L R2 U2 F L R2 B' R2;2023-04-26 08:13;no;no;1682510220544;
3x3x3;00:19.929;F2 L' B2 R' F2 R2 D2 L' R' D F' L' B R F L2 B' D F' R';2023-04-26 08:12;no;no;1682510220544;
3x3x3;00:18.279;B2 L U F R F2 U2 D' B L B D2 R2 D R2 L2 D2;2023-04-26 08:11;no;no;1682510220544;
3x3x3;00:19.621;U2 F2 U R2 D' F2 D' R2 U' B2 L' B2 U' R B L' F' U2 B2 R;2023-04-26 08:11;no;no;1682510220544;
3x3x3;00:18.101;R L F' L' D' R F2 B' U L F2 D2 B' U2 F' L2 F2 R2 B2 U2;2023-04-26 08:10;no;no;1682510220544;
3x3x3;00:18.630;R2 F' R F2 L' F' D R' B2 R' F' R2 U' F2 R2 D F2 B2 U;2023-04-26 08:09;no;no;1682510220544;
3x3x3;00:16.395;D2 F2 R2 D2 R' F2 L2 R B2 R2 B U L2 R2 B L2 U L U R2;2023-04-26 08:08;no;no;1682510220544;
3x3x3;00:20.246;D B' R F' R F2 U B D L' F' U2 B2 U R2 U' F2 R2 D;2023-04-26 08:08;no;no;1682510220544;
3x3x3;00:19.666;B2 L2 R2 U2 B2 D R' B' L' U' L2 F' R U2 B2 D2 U2 B;2023-04-26 08:07;no;no;1682510220544;
3x3x3;00:18.690;L2 R2 F D2 U2 F U2 F2 D2 B' U B' F' U B L' D' R2 U F;2023-04-26 08:07;no;no;1682510220544;
3x3x3;00:16.393;B2 U2 L' U2 L' D' F2 B U B2 L' F B' R2 F D2 F B2;2023-04-26 08:06;no;no;1682510220544;
3x3x3;00:17.166;L2 R2 D R2 F2 D' U2 L' R' B' R2 D L F R2 D U L' R2;2023-04-26 08:05;no;no;1682510220544;
3x3x3;00:18.835;F2 D2 B' D2 B' U2 B' R2 F' L B2 U R' F2 R' D R2 D2 B R';2023-04-26 08:05;no;no;1682510220544;
3x3x3;00:20.202;U L U2 B' D' F' L' U B L2 D2 L B2 L' B2 D2 R U2 R D2;2023-04-26 08:04;no;no;1682510220544;
3x3x3;00:19.139;U' R2 B2 D F2 U' B2 L2 U2 R2 B' L' B F U2 F U2 R' D' B;2023-04-26 08:03;no;no;1682510220544;
3x3x3;00:20.592;U2 R2 U2 B F D2 B2 D2 L B L U' R2 B2 R F2 L F L2;2023-04-26 08:03;no;no;1682510220544;
3x3x3;00:18.655;B U2 F2 R2 U2 B' L2 D2 R D' R' U R' F U2 B' R' U' R;2023-04-26 08:02;no;no;1682510220544;
3x3x3;00:15.954;F R2 B L2 F D2 U2 R2 B D2 B' U B2 R2 U' L2 F' L R';2023-04-26 08:01;no;no;1682510220544;
3x3x3;00:20.967;U' L2 D' R2 B2 U' L2 R' U' B' F' D R' U' B F2 U L U';2023-04-26 08:01;no;no;1682510220544;
3x3x3;00:21.788;L D2 F' B L2 D F B L B R' U2 L2 B' D2 F' L2 B' R2;2023-04-26 08:00;no;no;1682510220544;
3x3x3;00:23.296;D2 R2 U' D' F' R F' D R2 F B' D' B2 L2 D B2 D R2;2023-04-26 08:00;no;no;1682510220544;
3x3x3;00:18.447;D2 B2 U' L2 D R2 U2 L2 U R F2 U B R2 D2 U F' D2 F' R2;2023-04-26 07:59;no;no;1682510220544;
3x3x3;00:20.468;B L' B' D2 B L' F L D R B2 D R2 B2 D' B2 R2 L2 U D';2023-04-26 07:58;no;no;1682510220544;
3x3x3;00:15.887;F2 U2 F R D2 B2 L2 F R' U' R2 D2 B2 L F2 R2 B2 L';2023-04-26 07:58;no;no;1682510220544;
3x3x3;00:21.738;B' U B2 L' U R D2 L U L' U F U2 F' U2 B U2 L2;2023-04-26 07:57;no;no;1682510220544;
3x3x3;00:13.700;B2 R2 F' U2 R2 F' R2 D2 L2 D B2 U' F D2 B' D' R D' R2;2023-03-19 09:34;no;no;1679232358974;
3x3x3;00:21.626;D' R2 F2 D B2 D2 B2 R2 B2 D' B R2 U L2 D' R D2 L2 B' L' F;2023-03-19 09:33;no;no;1679232358974;
3x3x3;00:17.395;F2 L2 F2 D' U2 B2 U F2 L2 B' R B' F D R2 F D2 R2;2022-12-29 11:11;no;no;1672333440480;
3x3x3;00:21.648;F' U' D' R F L D' F' U F2 R2 F U2 F2 L2 B U2 D2 F2;2022-01-26 17:12;no;no;1643234658097;
3x3x3;00:18.720;B L2 B' U2 B L U F' B2 R' L2 U B2 L2 B2 U D2 B2 D2 L2;2022-01-26 17:12;no;no;1643234658097;
3x3x3;00:13.459;B2 R' D' R L' D' F' U' F' R B2 L2 F2 U2 F U2 B' L2 D2 B;2022-01-26 17:11;no;no;1643234658097;
3x3x3;00:17.455;U2 F2 U' L2 B2 U2 F2 R2 B R' F L2 D L' D U B' L' B2;2022-01-26 17:10;no;no;1643234658097;
3x3x3;00:18.603;R2 B F L2 R2 F2 L2 U L' D L2 R' F' R2 D L2 U' L;2022-01-26 17:10;no;no;1643234658097;
3x3x3;00:15.841;D2 B2 R F2 D2 L2 D2 L B2 D' R' B' R2 B' U B' F2 D' B2 F';2022-01-26 17:09;no;no;1643234658097;
3x3x3;00:17.263;L D2 F2 L' U2 R F2 R B2 L2 U' B' D2 F2 R D L' R' U B' F';2022-01-26 17:09;no;no;1643234658097;
3x3x3;00:22.208;R' B2 U2 L R F2 L B2 F2 U' L2 F D' U' B' U R U' F2 L2;2022-01-26 17:08;no;no;1643234658097;
3x3x3;00:20.426;L2 B R2 F U2 B D B F' L D2 B R' B F L' F2;2022-01-26 17:08;no;no;1643234658097;
3x3x3;00:17.616;R' D2 L' D2 B2 F2 L' D2 R2 F' L F L2 R2 B' U' F2 L2 D';2022-01-26 17:07;no;no;1643234658097;
3x3x3;00:15.040;L2 R2 D' R2 U F2 D2 L2 R2 B2 R' B U B' F L B L D' F';2022-01-26 17:07;no;no;1643234658097;
3x3x3;00:15.583;D2 B2 L' U2 R' B2 L' U2 R' B L U' R F2 L' U2 B' D' R B';2022-01-26 17:07;no;no;1643234658097;
3x3x3;00:18.370;F R2 B' L2 U2 B' U2 B' R2 F' R D R U2 B' U B2 F' D;2022-01-26 17:06;no;no;1643234658097;
3x3x3;00:17.120;L' B2 D B2 L U R2 F' B2 L B2 R U2 D2 F2 R' F2 R' L2;2022-01-26 17:06;no;no;1643234658097;
3x3x3;00:16.546;U2 L2 U2 R' D2 F2 L' D2 L2 B' D2 B D' R U' F2 L F D2 R';2022-01-26 17:05;no;no;1643234658097;
3x3x3;00:15.074;B2 R' F2 L2 R2 U2 L U' F2 R F' L2 U L' R F2 U' L;2022-01-26 17:05;no;no;1643234658097;
3x3x3;00:15.751;D' R' D' B' U' F U2 F2 D' R F R2 D F2 R2 U D R2 U;2022-01-26 17:04;no;no;1643233503760;
3x3x3;00:15.706;R2 B2 L D2 B2 D2 R2 F2 R2 U2 F U' L R2 B' R' D2 R2;2022-01-26 17:04;no;no;1643234658097;
3x3x3;00:19.536;R' L2 U F2 L' U L' B' D2 F2 L' D2 F2 U2 L2 B' L2 D2 B';2022-01-26 17:03;no;no;1643233503760;
3x3x3;00:17.413;F2 D' B2 R2 D F2 D' F' L B U' R B' L2 B F' L' B2 L2;2022-01-26 17:03;no;no;1643233503760;
